Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
83,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 16u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,248,248348,248348,4194304,256,0,0,12,24,101312,0x7f09a2f47a00,0x7f08a279c400,0,0,0,477234155523417,477234155491727,477234157048545,477234157086843
84,"void benchmark_func<double, 256, 8u, 16u>(double, double*) [clone .kd]",0,0,251,248348,248348,4194304,256,0,0,12,24,102784,0x7f09a2f47880,0x7f08a279c440,0,0,0,477234157099703,477234157048545,477234158602162,477234158610890
85,"void benchmark_func<__half2, 256, 8u, 16u>(__half2, __half2*) [clone .kd]",0,0,254,248348,248348,4194304,256,0,0,12,24,104256,0x7f09a2f47700,0x7f08a279c480,0,0,0,477234158633950,477234158602162,477234160125860,477234160163527
86,"void benchmark_func<int, 256, 8u, 16u>(int, int*) [clone .kd]",0,0,257,248348,248348,4194304,256,0,0,12,24,106240,0x7f09a5179580,0x7f08a279c4c0,0,0,0,477234160177896,477234160125860,477234161651318,477234161661484
87,"void benchmark_func<float, 256, 8u, 17u>(float, float*) [clone .kd]",0,0,260,248348,248348,4194304,256,0,0,12,24,107712,0x7f09a5179400,0x7f08a279c500,0,0,0,477234161692084,477234161651318,477234163166215,477234163174432
88,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 17u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,263,248348,248348,4194304,256,0,0,16,24,109440,0x7f09a5179280,0x7f08a279c540,0,0,0,477234163197181,477234163166215,477234164715833,477234164753268
89,"void benchmark_func<double, 256, 8u, 17u>(double, double*) [clone .kd]",0,0,266,248348,248348,4194304,256,0,0,16,24,111168,0x7f09a5179100,0x7f08a279c580,0,0,0,477234164766568,477234164715833,477234166300331,477234166308375
90,"void benchmark_func<__half2, 256, 8u, 17u>(__half2, __half2*) [clone .kd]",0,0,269,248348,248348,4194304,256,0,0,8,24,112896,0x7f09a2f47f80,0x7f08a279c5c0,0,0,0,477234166332354,477234166300331,477234167829788,477234167839732
91,"void benchmark_func<int, 256, 8u, 17u>(int, int*) [clone .kd]",0,0,272,248348,248348,4194304,256,0,0,12,24,115136,0x7f09a2f47e00,0x7f08a279c600,0,0,0,477234167860561,477234167829788,477234169367086,477234169378698
92,"void benchmark_func<float, 256, 8u, 18u>(float, float*) [clone .kd]",0,0,275,248348,248348,4194304,256,0,0,12,24,116608,0x7f09a2f47c80,0x7f08a279c640,0,0,0,477234169406218,477234169367086,477234170891584,477234170900516
93,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 18u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,278,248348,248348,4194304,256,0,0,16,24,118336,0x7f09a2f47b00,0x7f08a279c680,0,0,0,477234170922465,477234170891584,477234172451602,477234172490162
94,"void benchmark_func<double, 256, 8u, 18u>(double, double*) [clone .kd]",0,0,281,248348,248348,4194304,256,0,0,16,24,120064,0x7f09a2f47980,0x7f08a279c6c0,0,0,0,477234172502591,477234172451602,477234174012419,477234174049258
95,"void benchmark_func<__half2, 256, 8u, 18u>(__half2, __half2*) [clone .kd]",0,0,284,248348,248348,4194304,256,0,0,12,24,121792,0x7f09a2f47800,0x7f08a279c700,0,0,0,477234174061048,477234174012419,477234175530997,477234175568585
96,"void benchmark_func<int, 256, 8u, 18u>(int, int*) [clone .kd]",0,0,287,248348,248348,4194304,256,0,0,12,24,124032,0x7f09a2f47680,0x7f08a279c740,0,0,0,477234175581585,477234175530997,477234177062534,477234177099562
97,"void benchmark_func<float, 256, 8u, 20u>(float, float*) [clone .kd]",0,0,290,248348,248348,4194304,256,0,0,12,24,125504,0x7f09a5179500,0x7f08a279c780,0,0,0,477234177120032,477234177062534,477234178586392,477234178623820
98,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 20u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,293,248348,248348,4194304,256,0,0,12,24,127488,0x7f09a5179380,0x7f08a279c7c0,0,0,0,477234178636339,477234178586392,477234180145930,477234180163817
99,"void benchmark_func<double, 256, 8u, 20u>(double, double*) [clone .kd]",0,0,296,248348,248348,4194304,256,0,0,12,24,129216,0x7f09a5179200,0x7f08a279c800,0,0,0,477234180176726,477234180145930,477234181716028,477234181753462
100,"void benchmark_func<__half2, 256, 8u, 20u>(__half2, __half2*) [clone .kd]",0,0,299,248348,248348,4194304,256,0,0,12,24,130944,0x7f09a5179080,0x7f08a279c840,0,0,0,477234181765672,477234181716028,477234183233005,477234183268130
101,"void benchmark_func<int, 256, 8u, 20u>(int, int*) [clone .kd]",0,0,302,248348,248348,4194304,256,0,0,12,24,133440,0x7f09a2f47f00,0x7f08a279c880,0,0,0,477234183279370,477234183233005,477234184760703,477234184796497
102,"void benchmark_func<float, 256, 8u, 22u>(float, float*) [clone .kd]",0,0,305,248348,248348,4194304,256,0,0,12,24,134912,0x7f09a2f47d80,0x7f08a279c8c0,0,0,0,477234184817856,477234184760703,477234186291120,477234186327004
103,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 22u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,308,248348,248348,4194304,256,0,0,12,24,136896,0x7f09a2f47c00,0x7f08a279c900,0,0,0,477234186339053,477234186291120,477234187875299,477234187910919
104,"void benchmark_func<double, 256, 8u, 22u>(double, double*) [clone .kd]",0,0,311,248348,248348,4194304,256,0,0,12,24,138880,0x7f09a2f47a80,0x7f08a279c940,0,0,0,477234187922869,477234187875299,477234189447637,477234189485545
105,"void benchmark_func<__half2, 256, 8u, 22u>(__half2, __half2*) [clone .kd]",0,0,314,248348,248348,4194304,256,0,0,12,24,140864,0x7f09a2f47900,0x7f08a279c980,0,0,0,477234189498725,477234189447637,477234190970854,477234190980063
106,"void benchmark_func<int, 256, 8u, 22u>(int, int*) [clone .kd]",0,0,317,248348,248348,4194304,256,0,0,12,24,143616,0x7f09a2f47780,0x7f08a279c9c0,0,0,0,477234191001553,477234190970854,477234192512152,477234192551229
107,"void benchmark_func<float, 256, 8u, 24u>(float, float*) [clone .kd]",0,0,320,248348,248348,4194304,256,0,0,12,24,145344,0x7f09a2f47600,0x7f08a279ca00,0,0,0,477234192572239,477234192512152,477234194040969,477234194078527
108,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 24u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,323,248348,248348,4194304,256,0,0,12,24,147584,0x7f09a5179480,0x7f08a279ca40,0,0,0,477234194090006,477234194040969,477234195622908,477234195660093
109,"void benchmark_func<double, 256, 8u, 24u>(double, double*) [clone .kd]",0,0,326,248348,248348,4194304,256,0,0,12,24,149568,0x7f09a5179300,0x7f08a279ca80,0,0,0,477234195672282,477234195622908,477234197206606,477234197243929
110,"void benchmark_func<__half2, 256, 8u, 24u>(__half2, __half2*) [clone .kd]",0,0,329,248348,248348,4194304,256,0,0,12,24,151552,0x7f09a5179180,0x7f08a279cac0,0,0,0,477234197256748,477234197206606,477234198729023,477234198766236
111,"void benchmark_func<int, 256, 8u, 24u>(int, int*) [clone .kd]",0,0,332,248348,248348,4194304,256,0,0,12,24,154304,0x7f09a5179000,0x7f08a279cb00,0,0,0,477234198777836,477234198729023,477234200262001,477234200299353
112,"void benchmark_func<float, 256, 8u, 28u>(float, float*) [clone .kd]",0,0,335,248348,248348,4194304,256,0,0,12,24,156288,0x7f09a2f47e80,0x7f08a279cb40,0,0,0,477234200319922,477234200262001,477234201788418,477234201823990
113,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 28u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,338,248348,248348,4194304,256,0,0,12,24,158784,0x7f09a2f47d00,0x7f08a279cb80,0,0,0,477234201836770,477234201788418,477234203412597,477234203447825
114,"void benchmark_func<double, 256, 8u, 28u>(double, double*) [clone .kd]",0,0,341,248348,248348,4194304,256,0,0,12,24,161024,0x7f09a2f47b80,0x7f08a279cbc0,0,0,0,477234203459675,477234203412597,477234205027016,477234205065320
115,"void benchmark_func<__half2, 256, 8u, 28u>(__half2, __half2*) [clone .kd]",0,0,344,248348,248348,4194304,256,0,0,12,24,163264,0x7f09a2f47a00,0x7f08a279cc00,0,0,0,477234205078720,477234205027016,477234206550873,477234206561808
116,"void benchmark_func<int, 256, 8u, 28u>(int, int*) [clone .kd]",0,0,347,248348,248348,4194304,256,0,0,12,24,166528,0x7f09a2f47880,0x7f08a279cc40,0,0,0,477234206580278,477234206550873,477234208098891,477234208135794
117,"void benchmark_func<float, 256, 8u, 32u>(float, float*) [clone .kd]",0,0,350,248348,248348,4194304,256,0,0,12,24,168512,0x7f09a2f47700,0x7f08a279cc80,0,0,0,477234208156334,477234208098891,477234209625788,477234209662431
118,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 32u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,353,248348,248348,4194304,256,0,0,12,24,171264,0x7f09a5179580,0x7f08a279ccc0,0,0,0,477234209680051,477234209625788,477234211253487,477234211289476
119,"void benchmark_func<double, 256, 8u, 32u>(double, double*) [clone .kd]",0,0,356,248348,248348,4194304,256,0,0,12,24,173760,0x7f09a5179400,0x7f08a279cd00,0,0,0,477234211302036,477234211253487,477234212906626,477234212942641
120,"void benchmark_func<__half2, 256, 8u, 32u>(__half2, __half2*) [clone .kd]",0,0,359,248348,248348,4194304,256,0,0,12,24,176256,0x7f09a5179280,0x7f08a279cd40,0,0,0,477234212955221,477234212906626,477234214441524,477234214450429
121,"void benchmark_func<int, 256, 8u, 32u>(int, int*) [clone .kd]",0,0,362,248348,248348,4194304,256,0,0,12,24,179776,0x7f09a5179100,0x7f08a279cd80,0,0,0,477234214471708,477234214441524,477234216005062,477234216058904
122,"void benchmark_func<float, 256, 8u, 40u>(float, float*) [clone .kd]",0,0,365,248348,248348,4194304,256,0,0,12,24,182272,0x7f09a2f47f80,0x7f08a279cdc0,0,0,0,477234216080513,477234216000456,477234217537262,477234217586671
123,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 40u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,368,248348,248348,4194304,256,0,0,12,24,185536,0x7f09a2f47e00,0x7f08a279ce00,0,0,0,477234217599951,477234217537262,477234219198870,477234219273474
124,"void benchmark_func<double, 256, 8u, 40u>(double, double*) [clone .kd]",0,0,371,248348,248348,4194304,256,0,0,12,24,188544,0x7f09a2f47c80,0x7f08a279ce40,0,0,0,477234219287224,477234219198870,477234220862078,477234220941618
125,"void benchmark_func<__half2, 256, 8u, 40u>(__half2, __half2*) [clone .kd]",0,0,374,248348,248348,4194304,256,0,0,12,24,191552,0x7f09a2f47b00,0x7f08a279ce80,0,0,0,477234220956288,477234220862078,477234222392165,477234222464825
126,"void benchmark_func<int, 256, 8u, 40u>(int, int*) [clone .kd]",0,0,377,248348,248348,4194304,256,0,0,12,24,195840,0x7f09a2f47980,0x7f08a279cec0,0,0,0,477234222479245,477234222392165,477234224004652,477234224049321
127,"void benchmark_func<float, 256, 8u, 48u>(float, float*) [clone .kd]",0,0,380,248348,248348,4194304,256,0,0,12,24,198592,0x7f09a2f47800,0x7f08a279cf00,0,0,0,477234224071361,477234224004652,477234225540339,477234225612348
128,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 48u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,383,248348,248348,4194304,256,0,0,12,24,202368,0x7f09a2f47680,0x7f08a279cf40,0,0,0,477234225625628,477234225540339,477234227235707,477234227280012
129,"void benchmark_func<double, 256, 8u, 48u>(double, double*) [clone .kd]",0,0,386,248348,248348,4194304,256,0,0,12,24,205888,0x7f09a5179500,0x7f08a279cf80,0,0,0,477234227293792,477234227235707,477234228924835,477234228970416
130,"void benchmark_func<__half2, 256, 8u, 48u>(__half2, __half2*) [clone .kd]",0,0,389,248348,248348,4194304,256,0,0,12,24,209408,0x7f09a5179380,0x7f08a279cfc0,0,0,0,477234228984665,477234228924835,477234230459082,477234230500933
131,"void benchmark_func<int, 256, 8u, 48u>(int, int*) [clone .kd]",0,0,392,248348,248348,4194304,256,0,0,12,24,214464,0x7f09a5179200,0x7f08a279d000,0,0,0,477234230514932,477234230459082,477234232094769,477234232144677
132,"void benchmark_func<float, 256, 8u, 56u>(float, float*) [clone .kd]",0,0,395,248348,248348,4194304,256,0,0,12,24,217728,0x7f09a5179080,0x7f08a279d040,0,0,0,477234232167677,477234232094769,477234233646297,477234233690454
133,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 56u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,398,248348,248348,4194304,256,0,0,12,24,222016,0x7f09a2f47f00,0x7f08a279d080,0,0,0,477234233704574,477234233646297,477234235357344,477234235399607
134,"void benchmark_func<double, 256, 8u, 56u>(double, double*) [clone .kd]",0,0,401,248348,248348,4194304,256,0,0,12,24,226048,0x7f09a2f47d80,0x7f08a279d0c0,0,0,0,477234235414587,477234235357344,477234237056552,477234237120950
135,"void benchmark_func<__half2, 256, 8u, 56u>(__half2, __half2*) [clone .kd]",0,0,404,248348,248348,4194304,256,0,0,12,24,230080,0x7f09a2f47c00,0x7f08a279d100,0,0,0,477234237136110,477234237056552,477234238595119,477234238658237
136,"void benchmark_func<int, 256, 8u, 56u>(int, int*) [clone .kd]",0,0,407,248348,248348,4194304,256,0,0,12,24,235904,0x7f09a2f47a80,0x7f08a279d140,0,0,0,477234238672467,477234238595119,477234240293687,477234240357881
137,"void benchmark_func<float, 256, 8u, 64u>(float, float*) [clone .kd]",0,0,410,248348,248348,4194304,256,0,0,12,24,239424,0x7f09a2f47900,0x7f08a279d180,0,0,0,477234240380580,477234240293687,477234241845534,477234241862428
138,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 64u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,413,248348,248348,4194304,256,0,0,12,24,244224,0x7f09a2f47780,0x7f08a279d1c0,0,0,0,477234241882118,477234241845534,477234243580902,477234243595981
139,"void benchmark_func<double, 256, 8u, 64u>(double, double*) [clone .kd]",0,0,416,248348,248348,4194304,256,0,0,12,24,248768,0x7f09a2f47600,0x7f08a279d200,0,0,0,477234243618111,477234243580902,477234245314830,477234245336034
140,"void benchmark_func<__half2, 256, 8u, 64u>(__half2, __half2*) [clone .kd]",0,0,419,248348,248348,4194304,256,0,0,12,24,253312,0x7f09a5179480,0x7f08a279d240,0,0,0,477234245352823,477234245314830,477234246883798,477234246897580
141,"void benchmark_func<int, 256, 8u, 64u>(int, int*) [clone .kd]",0,0,422,248348,248348,4194304,256,0,0,8,24,255552,0x7f09a5179300,0x7f08a279d280,0,0,0,477234246921370,477234246883798,477234250585575,477234250605110
142,"void benchmark_func<float, 256, 8u, 80u>(float, float*) [clone .kd]",0,0,425,248348,248348,4194304,256,0,0,12,24,259840,0x7f09a5179180,0x7f08a279d2c0,0,0,0,477234250632040,477234250585575,477234252149742,477234252194946
143,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 80u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,428,248348,248348,4194304,256,0,0,12,24,265664,0x7f09a5179000,0x7f08a279d300,0,0,0,477234252209436,477234252149742,477234253875830,477234253890179
144,"void benchmark_func<double, 256, 8u, 80u>(double, double*) [clone .kd]",0,0,431,248348,248348,4194304,256,0,0,12,24,271232,0x7f09a2f47e80,0x7f08a279d340,0,0,0,477234253913029,477234253875830,477234255647518,477234255663831
145,"void benchmark_func<__half2, 256, 8u, 80u>(__half2, __half2*) [clone .kd]",0,0,434,248348,248348,4194304,256,0,0,8,24,273216,0x7f09a2f47d00,0x7f08a279d380,0,0,0,477234255684760,477234255647518,477234258621932,477234258642957
146,"void benchmark_func<int, 256, 8u, 80u>(int, int*) [clone .kd]",0,0,437,248348,248348,4194304,256,0,0,8,24,275712,0x7f09a2f47b80,0x7f08a279d3c0,0,0,0,477234258658676,477234258621932,477234261583545,477234261628543
147,"void benchmark_func<float, 256, 8u, 96u>(float, float*) [clone .kd]",0,0,440,248348,248348,4194304,256,0,0,12,24,280768,0x7f09a2f47a00,0x7f08a279d400,0,0,0,477234261651002,477234261583545,477234263165153,477234263207139
148,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 96u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,443,248348,248348,4194304,256,0,0,12,24,287616,0x7f09a2f47880,0x7f08a279d440,0,0,0,477234263221288,477234263165153,477234264937641,477234264984810
149,"void benchmark_func<double, 256, 8u, 96u>(double, double*) [clone .kd]",0,0,446,248348,248348,4194304,256,0,0,12,24,294208,0x7f09a2f47700,0x7f08a279d480,0,0,0,477234265000190,477234264937641,477234266712049,477234266728933
150,"void benchmark_func<__half2, 256, 8u, 96u>(__half2, __half2*) [clone .kd]",0,0,449,248348,248348,4194304,256,0,0,8,24,296960,0x7f09a5179580,0x7f08a279d4c0,0,0,0,477234266749882,477234266712049,477234270391746,477234270440243
151,"void benchmark_func<int, 256, 8u, 96u>(int, int*) [clone .kd]",0,0,452,248348,248348,4194304,256,0,0,8,24,299968,0x7f09a5179400,0x7f08a279d500,0,0,0,477234270454113,477234270391746,477234274130643,477234274154543
152,"void benchmark_func<float, 256, 8u, 128u>(float, float*) [clone .kd]",0,0,455,248348,248348,4194304,256,0,0,8,24,302720,0x7f09a5179280,0x7f08a279d540,0,0,0,477234274178003,477234274130643,477234277955301,477234277999121
153,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 128u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,458,248348,248348,4194304,256,0,0,12,24,305472,0x7f09a5179100,0x7f08a279d580,0,0,0,477234278013660,477234277955492,477234281683990,477234281731270
154,"void benchmark_func<double, 256, 8u, 128u>(double, double*) [clone .kd]",0,0,461,248348,248348,4194304,256,0,0,12,24,308224,0x7f09a2f47f80,0x7f08a279d5c0,0,0,0,477234281745830,477234281683990,477234285400007,477234285446470
155,"void benchmark_func<__half2, 256, 8u, 128u>(__half2, __half2*) [clone .kd]",0,0,464,248348,248348,4194304,256,0,0,8,24,310976,0x7f09a2f47e00,0x7f08a279d600,0,0,0,477234285461500,477234285400007,477234288459222,477234288505914
156,"void benchmark_func<int, 256, 8u, 128u>(int, int*) [clone .kd]",0,0,467,248348,248348,4194304,256,0,0,8,24,313216,0x7f09a2f47c80,0x7f08a279d640,0,0,0,477234288520904,477234288459222,477234291537157,477234291583428
157,"void benchmark_func<float, 256, 8u, 256u>(float, float*) [clone .kd]",0,0,470,248348,248348,4194304,256,0,0,8,24,315968,0x7f09a2f47b00,0x7f08a279d680,0,0,0,477234291607097,477234291537157,477234294494452,477234294539884
158,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 256u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,473,248348,248348,4194304,256,0,0,12,24,318720,0x7f09a2f47980,0x7f08a279d6c0,0,0,0,477234294554734,477234294494452,477234297440866,477234297486171
159,"void benchmark_func<double, 256, 8u, 256u>(double, double*) [clone .kd]",0,0,476,248348,248348,4194304,256,0,0,12,24,321472,0x7f09a2f47800,0x7f08a279d700,0,0,0,477234297500390,477234297440866,477234300405680,477234300450647
160,"void benchmark_func<__half2, 256, 8u, 256u>(__half2, __half2*) [clone .kd]",0,0,479,248348,248348,4194304,256,0,0,8,24,324224,0x7f09a2f47680,0x7f08a279d740,0,0,0,477234300464367,477234300405680,477234303372095,477234303418823
161,"void benchmark_func<int, 256, 8u, 256u>(int, int*) [clone .kd]",0,0,482,248348,248348,4194304,256,0,0,8,24,326464,0x7f09a5179500,0x7f08a279d780,0,0,0,477234303432253,477234303372095,477234307431635,477234307478336
162,"void benchmark_func<float, 256, 8u, 512u>(float, float*) [clone .kd]",0,0,485,248348,248348,4194304,256,0,0,8,24,329216,0x7f09a5179380,0x7f08a279d7c0,0,0,0,477234307501685,477234307431635,477234311465254,477234311509699
163,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 512u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,488,248348,248348,4194304,256,0,0,12,24,331968,0x7f09a5179200,0x7f08a279d800,0,0,0,477234311525339,477234311465254,477234315560954,477234315609611
164,"void benchmark_func<double, 256, 8u, 512u>(double, double*) [clone .kd]",0,0,491,248348,248348,4194304,256,0,0,12,24,334720,0x7f09a5179080,0x7f08a279d840,0,0,0,477234315624771,477234315560954,477234319648654,477234319692713
165,"void benchmark_func<__half2, 256, 8u, 512u>(__half2, __half2*) [clone .kd]",0,0,494,248348,248348,4194304,256,0,0,8,24,337472,0x7f09a2f47f00,0x7f08a279d880,0,0,0,477234319707452,477234319648654,477234323690274,477234323734626
166,"void benchmark_func<int, 256, 8u, 512u>(int, int*) [clone .kd]",0,0,497,248348,248348,4194304,256,0,0,8,24,0,0x7f09a2f47d80,0x7f08a279d8c0,0,0,0,477234323749895,477234323690274,477234330240706,477234330285035
