Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
83,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 16u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,248,248167,248167,4194304,256,0,0,12,24,101312,0x7fc11282da00,0x7fc01219c400,524288,18784131,2103834740,477233010541292,477233010491311,477233012040438,477233012059530
84,"void benchmark_func<double, 256, 8u, 16u>(double, double*) [clone .kd]",0,0,251,248167,248167,4194304,256,0,0,12,24,102784,0x7fc11282d880,0x7fc01219c440,524288,19221173,2152797772,477233012081409,477233012040438,477233013595964,477233013634046
85,"void benchmark_func<__half2, 256, 8u, 16u>(__half2, __half2*) [clone .kd]",0,0,254,248167,248167,4194304,256,0,0,12,24,104256,0x7fc11282d700,0x7fc01219c480,524288,29291725,3280596272,477233013648095,477233013595964,477233015112931,477233015149193
86,"void benchmark_func<int, 256, 8u, 16u>(int, int*) [clone .kd]",0,0,257,248167,248167,4194304,256,0,0,12,24,106240,0x7fc114adc580,0x7fc01219c4c0,524288,30208853,3383337156,477233015162443,477233015112931,477233016645897,477233016690470
87,"void benchmark_func<float, 256, 8u, 17u>(float, float*) [clone .kd]",0,0,260,248167,248167,4194304,256,0,0,12,24,107712,0x7fc114adc400,0x7fc01219c500,524288,30320153,3395832176,477233016712260,477233016645897,477233018174704,477233018188348
88,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 17u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,263,248167,248167,4194304,256,0,0,16,24,109440,0x7fc114adc280,0x7fc01219c540,524288,18583897,2081373596,477233018213567,477233018174704,477233019721431,477233019733705
89,"void benchmark_func<double, 256, 8u, 17u>(double, double*) [clone .kd]",0,0,266,248167,248167,4194304,256,0,0,16,24,111168,0x7fc114adc100,0x7fc01219c580,524288,19622623,2197702548,477233019762584,477233019721431,477233021284957,477233021323050
90,"void benchmark_func<__half2, 256, 8u, 17u>(__half2, __half2*) [clone .kd]",0,0,269,248167,248167,4194304,256,0,0,8,24,112896,0x7fc11282df80,0x7fc01219c5c0,524288,29684600,3324662660,477233021336410,477233021284957,477233022804644,477233022842948
91,"void benchmark_func<int, 256, 8u, 17u>(int, int*) [clone .kd]",0,0,272,248167,248167,4194304,256,0,0,12,24,115136,0x7fc11282de00,0x7fc01219c600,524288,29880607,3346574008,477233022856877,477233022804644,477233024344811,477233024384145
92,"void benchmark_func<float, 256, 8u, 18u>(float, float*) [clone .kd]",0,0,275,248167,248167,4194304,256,0,0,12,24,116608,0x7fc11282dc80,0x7fc01219c640,524288,29716453,3328315200,477233024405964,477233024344811,477233025866577,477233025904922
93,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 18u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,278,248167,248167,4194304,256,0,0,16,24,118336,0x7fc11282db00,0x7fc01219c680,524288,18624222,2085905116,477233025917932,477233025866577,477233027413944,477233027451569
94,"void benchmark_func<double, 256, 8u, 18u>(double, double*) [clone .kd]",0,0,281,248167,248167,4194304,256,0,0,16,24,120064,0x7fc11282d980,0x7fc01219c6c0,524288,19145969,2144326096,477233027465768,477233027413944,477233028984351,477233029022655
95,"void benchmark_func<__half2, 256, 8u, 18u>(__half2, __half2*) [clone .kd]",0,0,284,248167,248167,4194304,256,0,0,12,24,121792,0x7fc11282d800,0x7fc01219c700,524288,29021599,3250405008,477233029036265,477233028984351,477233030504997,477233030543422
96,"void benchmark_func<int, 256, 8u, 18u>(int, int*) [clone .kd]",0,0,287,248167,248167,4194304,256,0,0,12,24,124032,0x7fc11282d680,0x7fc01219c740,524288,29295684,3281085364,477233030556312,477233030504997,477233032039564,477233032080339
97,"void benchmark_func<float, 256, 8u, 20u>(float, float*) [clone .kd]",0,0,290,248167,248167,4194304,256,0,0,12,24,125504,0x7fc114adc500,0x7fc01219c780,524288,30721623,3440791196,477233032101359,477233032039564,477233033558771,477233033596596
98,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 20u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,293,248167,248167,4194304,256,0,0,12,24,127488,0x7fc114adc380,0x7fc01219c7c0,524288,18956633,2123098124,477233033610306,477233033558771,477233035113817,477233035152202
99,"void benchmark_func<double, 256, 8u, 20u>(double, double*) [clone .kd]",0,0,296,248167,248167,4194304,256,0,0,12,24,129216,0x7fc114adc200,0x7fc01219c800,524288,19251565,2156185116,477233035165302,477233035113817,477233036672864,477233036712259
100,"void benchmark_func<__half2, 256, 8u, 20u>(__half2, __half2*) [clone .kd]",0,0,299,248167,248167,4194304,256,0,0,12,24,130944,0x7fc114adc080,0x7fc01219c840,524288,29752229,3332194716,477233036725038,477233036672864,477233038188871,477233038202617
101,"void benchmark_func<int, 256, 8u, 20u>(int, int*) [clone .kd]",0,0,302,248167,248167,4194304,256,0,0,12,24,133440,0x7fc11282df00,0x7fc01219c880,524288,26667142,2986715088,477233038229496,477233038188871,477233039714157,477233039752403
102,"void benchmark_func<float, 256, 8u, 22u>(float, float*) [clone .kd]",0,0,305,248167,248167,4194304,256,0,0,12,24,134912,0x7fc11282dd80,0x7fc01219c8c0,524288,30655656,3433502748,477233039774303,477233039714157,477233041246964,477233041289690
103,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 22u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,308,248167,248167,4194304,256,0,0,12,24,136896,0x7fc11282dc00,0x7fc01219c900,524288,19659842,2201834592,477233041302610,477233041246964,477233042816571,477233042854537
104,"void benchmark_func<double, 256, 8u, 22u>(double, double*) [clone .kd]",0,0,311,248167,248167,4194304,256,0,0,12,24,138880,0x7fc11282da80,0x7fc01219c940,524288,20203279,2262715428,477233042868136,477233042816571,477233044390977,477233044431343
105,"void benchmark_func<__half2, 256, 8u, 22u>(__half2, __half2*) [clone .kd]",0,0,314,248167,248167,4194304,256,0,0,12,24,140864,0x7fc11282d900,0x7fc01219c980,524288,29417771,3294818304,477233044445452,477233044390977,477233045916104,477233045953930
106,"void benchmark_func<int, 256, 8u, 22u>(int, int*) [clone .kd]",0,0,317,248167,248167,4194304,256,0,0,12,24,143616,0x7fc11282d780,0x7fc01219c9c0,524288,25630795,2870645552,477233045966500,477233045916104,477233047450351,477233047486527
107,"void benchmark_func<float, 256, 8u, 24u>(float, float*) [clone .kd]",0,0,320,248167,248167,4194304,256,0,0,12,24,145344,0x7fc11282d600,0x7fc01219ca00,524288,31033902,3475725156,477233047508957,477233047450351,477233048984277,477233049022654
108,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 24u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,323,248167,248167,4194304,256,0,0,12,24,147584,0x7fc114adc480,0x7fc01219ca40,524288,20599168,2307068812,477233049035384,477233048984277,477233050569404,477233050608390
109,"void benchmark_func<double, 256, 8u, 24u>(double, double*) [clone .kd]",0,0,326,248167,248167,4194304,256,0,0,12,24,149568,0x7fc114adc300,0x7fc01219ca80,524288,20990703,2350977956,477233050621810,477233050569404,477233052163331,477233052208325
110,"void benchmark_func<__half2, 256, 8u, 24u>(__half2, __half2*) [clone .kd]",0,0,329,248167,248167,4194304,256,0,0,12,24,151552,0x7fc114adc180,0x7fc01219cac0,524288,29615253,3316864496,477233052222085,477233052163331,477233053693897,477233053731643
111,"void benchmark_func<int, 256, 8u, 24u>(int, int*) [clone .kd]",0,0,332,248167,248167,4194304,256,0,0,12,24,154304,0x7fc114adc000,0x7fc01219cb00,524288,25460342,2851530532,477233053744812,477233053693897,477233055232304,477233055270600
112,"void benchmark_func<float, 256, 8u, 28u>(float, float*) [clone .kd]",0,0,335,248167,248167,4194304,256,0,0,12,24,156288,0x7fc11282de80,0x7fc01219cb40,524288,30299205,3393512900,477233055293279,477233055232304,477233056765751,477233056807407
113,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 28u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,338,248167,248167,4194304,256,0,0,12,24,158784,0x7fc11282dd00,0x7fc01219cb80,524288,22497533,2519751696,477233056821396,477233056765751,477233058389438,477233058432332
114,"void benchmark_func<double, 256, 8u, 28u>(double, double*) [clone .kd]",0,0,341,248167,248167,4194304,256,0,0,12,24,161024,0x7fc11282db80,0x7fc01219cbc0,524288,22229153,2489648428,477233058446141,477233058389438,477233060007685,477233060046107
115,"void benchmark_func<__half2, 256, 8u, 28u>(__half2, __half2*) [clone .kd]",0,0,344,248167,248167,4194304,256,0,0,12,24,163264,0x7fc11282da00,0x7fc01219cc00,524288,30092628,3370329344,477233060059177,477233060007685,477233061535051,477233061573434
116,"void benchmark_func<int, 256, 8u, 28u>(int, int*) [clone .kd]",0,0,347,248167,248167,4194304,256,0,0,12,24,166528,0x7fc11282d880,0x7fc01219cc40,524288,22119267,2477323932,477233061587654,477233061535051,477233063075858,477233063112801
117,"void benchmark_func<float, 256, 8u, 32u>(float, float*) [clone .kd]",0,0,350,248167,248167,4194304,256,0,0,12,24,168512,0x7fc11282d700,0x7fc01219cc80,524288,30660355,3433966672,477233063134461,477233063075858,477233064610105,477233064648918
118,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 32u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,353,248167,248167,4194304,256,0,0,12,24,171264,0x7fc114adc580,0x7fc01219ccc0,524288,22944432,2569736228,477233064662278,477233064610105,477233066241632,477233066279323
119,"void benchmark_func<double, 256, 8u, 32u>(double, double*) [clone .kd]",0,0,356,248167,248167,4194304,256,0,0,12,24,173760,0x7fc114adc400,0x7fc01219cd00,524288,23628488,2646407512,477233066292983,477233066241632,477233067884359,477233067922688
120,"void benchmark_func<__half2, 256, 8u, 32u>(__half2, __half2*) [clone .kd]",0,0,359,248167,248167,4194304,256,0,0,12,24,176256,0x7fc114adc280,0x7fc01219cd40,524288,29569475,3311714140,477233067936027,477233067884359,477233069423085,477233069460484
121,"void benchmark_func<int, 256, 8u, 32u>(int, int*) [clone .kd]",0,0,362,248167,248167,4194304,256,0,0,12,24,179776,0x7fc114adc100,0x7fc01219cd80,524288,20599244,2307119284,477233069474304,477233069423085,477233070980852,477233071018650
122,"void benchmark_func<float, 256, 8u, 40u>(float, float*) [clone .kd]",0,0,365,248167,248167,4194304,256,0,0,12,24,182272,0x7fc11282df80,0x7fc01219cdc0,524288,29825681,3340522268,477233071041930,477233070980883,477233072516249,477233072557317
123,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 40u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,368,248167,248167,4194304,256,0,0,12,24,185536,0x7fc11282de00,0x7fc01219ce00,524288,24530070,2747344392,477233072571277,477233072516249,477233074181056,477233074218521
124,"void benchmark_func<double, 256, 8u, 40u>(double, double*) [clone .kd]",0,0,371,248167,248167,4194304,256,0,0,12,24,188544,0x7fc11282dc80,0x7fc01219ce40,524288,24563582,2751117308,477233074232061,477233074181056,477233075842344,477233075879226
125,"void benchmark_func<__half2, 256, 8u, 40u>(__half2, __half2*) [clone .kd]",0,0,374,248167,248167,4194304,256,0,0,12,24,191552,0x7fc11282db00,0x7fc01219ce80,524288,27057752,3030478820,477233075892395,477233075842344,477233077372110,477233077410263
126,"void benchmark_func<int, 256, 8u, 40u>(int, int*) [clone .kd]",0,0,377,248167,248167,4194304,256,0,0,12,24,195840,0x7fc11282d980,0x7fc01219cec0,524288,19700562,2206472744,477233077424553,477233077372110,477233078989877,477233079028798
127,"void benchmark_func<float, 256, 8u, 48u>(float, float*) [clone .kd]",0,0,380,248167,248167,4194304,256,0,0,12,24,198592,0x7fc11282d800,0x7fc01219cf00,524288,29420378,3295056100,477233079050208,477233078989877,477233080535484,477233080576355
128,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 48u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,383,248167,248167,4194304,256,0,0,12,24,202368,0x7fc11282d680,0x7fc01219cf40,524288,25852156,2895421108,477233080590124,477233080535484,477233082241412,477233082279638
129,"void benchmark_func<double, 256, 8u, 48u>(double, double*) [clone .kd]",0,0,386,248167,248167,4194304,256,0,0,12,24,205888,0x7fc114adc500,0x7fc01219cf80,524288,25618226,2869254872,477233082293128,477233082241412,477233083934059,477233083976892
130,"void benchmark_func<__half2, 256, 8u, 48u>(__half2, __half2*) [clone .kd]",0,0,389,248167,248167,4194304,256,0,0,12,24,209408,0x7fc114adc380,0x7fc01219cfc0,524288,24860647,2784335156,477233083990541,477233083934059,477233085468946,477233085506879
131,"void benchmark_func<int, 256, 8u, 48u>(int, int*) [clone .kd]",0,0,392,248167,248167,4194304,256,0,0,12,24,214464,0x7fc114adc200,0x7fc01219d000,524288,16749716,1876000292,477233085521428,477233085468946,477233087103833,477233087140404
132,"void benchmark_func<float, 256, 8u, 56u>(float, float*) [clone .kd]",0,0,395,248167,248167,4194304,256,0,0,12,24,217728,0x7fc114adc080,0x7fc01219d040,524288,28417661,3182680576,477233087162593,477233087103833,477233088653440,477233088695640
133,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 56u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,398,248167,248167,4194304,256,0,0,12,24,222016,0x7fc11282df00,0x7fc01219d080,524288,25601411,2867337092,477233088709670,477233088653440,477233090368807,477233090381714
134,"void benchmark_func<double, 256, 8u, 56u>(double, double*) [clone .kd]",0,0,401,248167,248167,4194304,256,0,0,12,24,226048,0x7fc11282dd80,0x7fc01219d0c0,524288,26116699,2925045748,477233090408433,477233090368807,477233092072175,477233092118577
135,"void benchmark_func<__half2, 256, 8u, 56u>(__half2, __half2*) [clone .kd]",0,0,404,248167,248167,4194304,256,0,0,12,24,230080,0x7fc11282dc00,0x7fc01219d100,524288,22801890,2553754408,477233092131976,477233092072175,477233093613461,477233093651044
136,"void benchmark_func<int, 256, 8u, 56u>(int, int*) [clone .kd]",0,0,407,248167,248167,4194304,256,0,0,12,24,235904,0x7fc11282da80,0x7fc01219d140,524288,16882135,1890784100,477233093664343,477233093613461,477233095312349,477233095350867
137,"void benchmark_func<float, 256, 8u, 64u>(float, float*) [clone .kd]",0,0,410,248167,248167,4194304,256,0,0,12,24,239424,0x7fc11282d900,0x7fc01219d180,524288,27727231,3105405452,477233095372977,477233095312349,477233096870116,477233096913513
138,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 64u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,413,248167,248167,4194304,256,0,0,12,24,244224,0x7fc11282d780,0x7fc01219d1c0,524288,25118802,2813227028,477233096927133,477233096870116,477233098594923,477233098633416
139,"void benchmark_func<double, 256, 8u, 64u>(double, double*) [clone .kd]",0,0,416,248167,248167,4194304,256,0,0,12,24,248768,0x7fc11282d600,0x7fc01219d200,524288,25996419,2911571244,477233098646676,477233098594923,477233100314611,477233100358369
140,"void benchmark_func<__half2, 256, 8u, 64u>(__half2, __half2*) [clone .kd]",0,0,419,248167,248167,4194304,256,0,0,12,24,253312,0x7fc114adc480,0x7fc01219d240,524288,21430871,2400230020,477233100371529,477233100314611,477233101870617,477233101907096
141,"void benchmark_func<int, 256, 8u, 64u>(int, int*) [clone .kd]",0,0,422,248167,248167,4194304,256,0,0,8,24,255552,0x7fc114adc300,0x7fc01219d280,524288,32750855,3668122340,477233101920496,477233101870617,477233104925831,477233104968050
142,"void benchmark_func<float, 256, 8u, 80u>(float, float*) [clone .kd]",0,0,425,248167,248167,4194304,256,0,0,12,24,259840,0x7fc114adc180,0x7fc01219d2c0,524288,23509084,2632956252,477233104990740,477233104925831,477233106490158,477233106528287
143,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 80u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,428,248167,248167,4194304,256,0,0,12,24,265664,0x7fc114adc000,0x7fc01219d300,524288,24218441,2712432620,477233106541386,477233106490158,477233108218165,477233108261529
144,"void benchmark_func<double, 256, 8u, 80u>(double, double*) [clone .kd]",0,0,431,248167,248167,4194304,256,0,0,12,24,271232,0x7fc11282de80,0x7fc01219d340,524288,24579768,2752861652,477233108274909,477233108218165,477233109963453,477233110006631
145,"void benchmark_func<__half2, 256, 8u, 80u>(__half2, __half2*) [clone .kd]",0,0,434,248167,248167,4194304,256,0,0,8,24,273216,0x7fc11282dd00,0x7fc01219d380,524288,34962464,3915806492,477233110019921,477233109963453,477233112973706,477233113015746
146,"void benchmark_func<int, 256, 8u, 80u>(int, int*) [clone .kd]",0,0,437,248167,248167,4194304,256,0,0,8,24,275712,0x7fc11282db80,0x7fc01219d3c0,524288,27942443,3129530684,477233113030916,477233112973706,477233115953559,477233115999292
147,"void benchmark_func<float, 256, 8u, 96u>(float, float*) [clone .kd]",0,0,440,248167,248167,4194304,256,0,0,12,24,280768,0x7fc11282da00,0x7fc01219d400,524288,20792509,2328817540,477233116032202,477233115953559,477233117532926,477233117575678
148,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 96u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,443,248167,248167,4194304,256,0,0,12,24,287616,0x7fc11282d880,0x7fc01219d440,524288,22203374,2486770300,477233117589588,477233117532926,477233119295173,477233119333631
149,"void benchmark_func<double, 256, 8u, 96u>(double, double*) [clone .kd]",0,0,446,248167,248167,4194304,256,0,0,12,24,294208,0x7fc11282d700,0x7fc01219d480,524288,22940396,2569347088,477233119348490,477233119295173,477233121074541,477233121115022
150,"void benchmark_func<__half2, 256, 8u, 96u>(__half2, __half2*) [clone .kd]",0,0,449,248167,248167,4194304,256,0,0,8,24,296960,0x7fc114adc580,0x7fc01219d4c0,524288,34547891,3869416304,477233121128662,477233121074541,477233124116474,477233124159767
151,"void benchmark_func<int, 256, 8u, 96u>(int, int*) [clone .kd]",0,0,452,248167,248167,4194304,256,0,0,8,24,299968,0x7fc114adc400,0x7fc01219d500,524288,31338122,3509883320,477233124173067,477233124116474,477233127851051,477233127893976
152,"void benchmark_func<float, 256, 8u, 128u>(float, float*) [clone .kd]",0,0,455,248167,248167,4194304,256,0,0,8,24,302720,0x7fc114adc280,0x7fc01219d540,524288,36918956,4134828732,477233127914816,477233127851051,477233131607707,477233131648926
153,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 128u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,458,248167,248167,4194304,256,0,0,12,24,305472,0x7fc114adc100,0x7fc01219d580,524288,33570883,3759947840,477233131661965,477233131607572,477233135285507,477233135331297
154,"void benchmark_func<double, 256, 8u, 128u>(double, double*) [clone .kd]",0,0,461,248167,248167,4194304,256,0,0,12,24,308224,0x7fc11282df80,0x7fc01219d5c0,524288,32246638,3611617708,477233135344676,477233135285507,477233138328399,477233138372721
155,"void benchmark_func<__half2, 256, 8u, 128u>(__half2, __half2*) [clone .kd]",0,0,464,248167,248167,4194304,256,0,0,8,24,310976,0x7fc11282de00,0x7fc01219d600,524288,33201536,3718585680,477233138386111,477233138328399,477233141989694,477233142033952
156,"void benchmark_func<int, 256, 8u, 128u>(int, int*) [clone .kd]",0,0,467,248167,248167,4194304,256,0,0,8,24,313216,0x7fc11282dc80,0x7fc01219d640,524288,23384716,2619041012,477233142047832,477233141989694,477233145082667,477233145130266
157,"void benchmark_func<float, 256, 8u, 256u>(float, float*) [clone .kd]",0,0,470,248167,248167,4194304,256,0,0,8,24,315968,0x7fc11282db00,0x7fc01219d680,524288,19743323,2211264068,477233145153895,477233145082667,477233148047640,477233148076382
158,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 256u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,473,248167,248167,4194304,256,0,0,12,24,318720,0x7fc11282d980,0x7fc01219d6c0,524288,18016367,2017841208,477233148089531,477233148047640,477233150978692,477233151019458
159,"void benchmark_func<double, 256, 8u, 256u>(double, double*) [clone .kd]",0,0,476,248167,248167,4194304,256,0,0,12,24,321472,0x7fc11282d800,0x7fc01219d700,524288,19429221,2176075600,477233151033138,477233150978692,477233153957744,477233154005354
160,"void benchmark_func<__half2, 256, 8u, 256u>(__half2, __half2*) [clone .kd]",0,0,479,248167,248167,4194304,256,0,0,8,24,324224,0x7fc11282d680,0x7fc01219d740,524288,19671633,2203159604,477233154018654,477233153957744,477233156925597,477233156966521
161,"void benchmark_func<int, 256, 8u, 256u>(int, int*) [clone .kd]",0,0,482,248167,248167,4194304,256,0,0,8,24,326464,0x7fc114adc500,0x7fc01219d780,524288,11889484,1331658684,477233156978930,477233156925597,477233160984014,477233161026253
162,"void benchmark_func<float, 256, 8u, 512u>(float, float*) [clone .kd]",0,0,485,248167,248167,4194304,256,0,0,8,24,329216,0x7fc114adc380,0x7fc01219d7c0,524288,11797076,1321271680,477233161046823,477233160984014,477233165018751,477233165061586
163,"void benchmark_func<HIP_vector_type<float, 2u>, 256, 8u, 512u>(HIP_vector_type<float, 2u>, HIP_vector_type<float, 2u>*) [clone .kd]",0,0,488,248167,248167,4194304,256,0,0,12,24,331968,0x7fc114adc200,0x7fc01219d800,524288,12196356,1365986104,477233165074976,477233165018751,477233169120528,477233169162968
164,"void benchmark_func<double, 256, 8u, 512u>(double, double*) [clone .kd]",0,0,491,248167,248167,4194304,256,0,0,12,24,334720,0x7fc114adc080,0x7fc01219d840,524288,12546407,1405139348,477233169176828,477233169120528,477233173211265,477233173254280
165,"void benchmark_func<__half2, 256, 8u, 512u>(__half2, __half2*) [clone .kd]",0,0,494,248167,248167,4194304,256,0,0,8,24,337472,0x7fc11282df00,0x7fc01219d880,524288,11676331,1307710592,477233173268670,477233173211265,477233177253362,477233177297323
166,"void benchmark_func<int, 256, 8u, 512u>(int, int*) [clone .kd]",0,0,497,248167,248167,4194304,256,0,0,8,24,0,0x7fc11282dd80,0x7fc01219d8c0,524288,12600096,1411169116,477233177310223,477233177253362,477233183802829,477233183854362
